Sequence,Volt,Start,Increment
1147,8.40000e+00,,
1148,8.00000e+00,,
1149,8.40000e+00,,
1150,8.00000e+00,,
1151,8.40000e+00,,
1152,8.00000e+00,,
1153,8.40000e+00,,
1154,8.00000e+00,,
1155,8.40000e+00,,
1156,8.00000e+00,,
1157,8.40000e+00,,
1158,8.40000e+00,,
1159,8.00000e+00,,
1160,8.00000e+00,,
1161,8.40000e+00,,
1162,8.00000e+00,,
1163,8.40000e+00,,
1164,8.40000e+00,,
1165,8.00000e+00,,
1166,8.40000e+00,,
1167,8.00000e+00,,
1168,8.40000e+00,,
1169,4.00000e-01,,
1170,6.00000e-01,,
1171,0.00000e+00,,
1172,0.00000e+00,,
1173,6.00000e-01,,
1174,2.00000e-01,,
1175,8.20000e+00,,
1176,8.00000e+00,,
1177,8.40000e+00,,
1178,8.40000e+00,,
1179,8.00000e+00,,
1180,8.00000e+00,,
1181,8.40000e+00,,
1182,8.00000e+00,,
1183,8.40000e+00,,
1184,8.00000e+00,,
1185,8.40000e+00,,
1186,8.00000e+00,,
1187,8.40000e+00,,
1188,8.00000e+00,,
1189,8.40000e+00,,
1190,8.00000e+00,,
1191,8.40000e+00,,
1192,8.00000e+00,,
1193,8.40000e+00,,
1194,8.00000e+00,,
1195,8.40000e+00,,
1196,8.40000e+00,,
1197,8.00000e+00,,
1198,8.00000e+00,,
1199,8.40000e+00,,
